importance_label,credibility_label,importance_score,credibility_score,source,category,title,timestamp,title_length,title_word_count,content_length,content_word_count,source_trust_score,category_crypto,category_tech,category_sports,category_world,category_markets,category_unknown,total_words,important_words_ratio,spam_words_ratio,title_important_words,title_spam_words,time_features
1.0,1.0,0.6,0.75,database,crypto,Tether marks 500m users with Africa-focused Kotani Pay deal,2025-10-26T21:29:39.159127+00:00,59,9,250,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.7,database,crypto,DOGE Price Analysis for October 21,2025-10-26T21:29:39.159154+00:00,34,6,70,15,0.5,1.0,0.0,0.0,0.0,0.0,0.0,21,0.047619047619047616,0.0,1,0,1.0
1.0,1.0,0.8,0.7,database,crypto,XRP Rockets 27% in Volume as Crypto Market Eyes Corporate Bets,2025-10-26T21:29:39.159179+00:00,62,11,79,12,0.5,1.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,SBI Confirms $200 Million XRP Treasury Investment: Details,2025-10-26T21:29:39.159205+00:00,58,8,167,22,0.5,1.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,crypto,"US stocks today: Dow jumps 190 points as GM, Coca-Cola buoy Wall Street",2025-10-26T21:29:39.159241+00:00,71,13,246,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,53,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,SharpLink’s Ether treasury hits $3.5b amid relentless buys,2025-10-26T21:29:39.159274+00:00,58,8,260,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,48,0.0,0.0,0,0,1.0
1.0,0.0,0.6,0.1,database,crypto,Upside Coming? Bitcoin Options Traders Pile Into $140K and $200K Calls for December 2025,2025-10-26T21:29:39.159317+00:00,88,14,351,56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,70,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.9,database,crypto,Ethereum In Revolt: Polygon’s Nailwal Turns On The Foundation,2025-10-26T21:29:39.159620+00:00,61,9,5805,906,0.5,1.0,0.0,0.0,0.0,0.0,0.0,915,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.7,database,crypto,California just drew the line between crypto and cash: Here’s why it matters,2025-10-26T21:29:39.159653+00:00,76,13,165,24,0.5,1.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0,0,1.0
1.0,0.0,0.8,0.6,database,crypto,Bitcoin taps $110K as BTC price diverges from 5% gold correction,2025-10-26T21:29:39.159680+00:00,64,11,149,24,0.5,1.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,"Federal Reserve Enters a ‘New Era’ in Payments, Waller Welcomes Crypto to the Table",2025-10-26T21:29:39.159880+00:00,83,14,2986,449,0.5,1.0,0.0,0.0,0.0,0.0,0.0,463,0.0,0.0,0,0,1.0
0.0,1.0,0.4,0.75,database,crypto,Bitcoin’s Gospel Broken? Bettors Give Satoshi Moving Coins Better Odds Than Jesus Returning,2025-10-26T21:29:39.159922+00:00,91,13,335,56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,69,0.0,0.014492753623188406,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,Here’s why GLXY stock price soared to an ATH after earnings,2025-10-26T21:29:39.159958+00:00,59,11,242,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,0,0,1.0
1.0,0.0,0.8,0.6,database,crypto,"In Just One Day, BlackRock Transfers Bitcoin and Ethereum Worth $430 Million to Coinbase",2025-10-26T21:29:39.159998+00:00,88,14,167,30,0.5,1.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,crypto,"Economist Explains The Reality Behind XRP Price Reaching $100,000, It Can’t Overtake Bitcoin",2025-10-26T21:29:39.160132+00:00,92,13,3062,471,0.5,1.0,0.0,0.0,0.0,0.0,0.0,484,0.0,0.002066115702479339,0,0,1.0
1.0,1.0,0.6,0.8,database,crypto,Waller Floats ‘Payment Account’ Framework to Provide Crypto Firms Access To Fed’s Payment Rails,2025-10-26T21:29:39.160174+00:00,95,14,505,75,0.5,1.0,0.0,0.0,0.0,0.0,0.0,89,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,Coinbase Delisting Triggers 17% Crash of This Popular Token,2025-10-26T21:29:39.160193+00:00,59,9,66,10,0.5,1.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,Ethereum Core Veteran: Vitalik Buterin Has 'Complete Indirect Control’ Over Ecosystem,2025-10-26T21:29:39.160219+00:00,85,11,134,21,0.5,1.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.8,database,crypto,Coinbase Buys Blockchain Fundraising Platform Echo for $375 Million,2025-10-26T21:29:39.160252+00:00,67,9,356,56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.85,database,crypto,Coinbase Acquires Crypto Fundraising Platform Echo for $375 Million,2025-10-26T21:29:39.160272+00:00,67,9,150,20,0.5,1.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,Ethereum price chart points to a comeback as exchange reserves dip,2025-10-26T21:29:39.160300+00:00,66,11,254,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.9,database,crypto,Maple and Aave bring institutional credit to DeFi lending,2025-10-26T21:29:39.160326+00:00,57,9,276,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.7,database,crypto,Top reasons Pepe Coin price is at risk of a steeper crash,2025-10-26T21:29:39.160355+00:00,57,12,235,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,52,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,Bitcoin’s First Major Layer-2 in Nearly a Decade Goes Live With Arkade,2025-10-26T21:29:39.160507+00:00,70,12,3658,528,0.5,1.0,0.0,0.0,0.0,0.0,0.0,540,0.0,0.0,0,0,1.0
1.0,0.0,0.6,0.3,database,crypto,Morning Minute: Coinbase Buys Cobie's Echo & Up Only NFT for $375M,2025-10-26T21:29:39.160532+00:00,66,12,126,20,0.5,1.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,Ubisoft | Welcome to the official Ubisoft website,2025-10-26T21:29:39.160600+00:00,49,8,1256,220,0.5,0.0,0.0,1.0,0.0,0.0,0.0,228,0.008771929824561403,0.0043859649122807015,1,0,1.0
1.0,0.0,0.8,0.15,database,sports,The Official Site of Major League Baseball,2025-10-26T21:29:39.160623+00:00,42,7,223,36,0.5,0.0,0.0,1.0,0.0,0.0,0.0,43,0.023255813953488372,0.0,1,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Bitcoin Price Watch: $109K Holds—But Is It Enough to Signal a Reversal?,2025-10-26T21:29:39.160656+00:00,71,12,341,56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,68,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,Trezor rolls out the first quantum-ready hardware wallet with transparent secure element,2025-10-26T21:29:39.160685+00:00,88,12,276,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,52,0.038461538461538464,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,"After the October 10 Crypto Flash Crash, Expect A Wave of Lawsuits: Wintermute CEO",2025-10-26T21:29:39.160934+00:00,82,14,5208,838,0.5,1.0,0.0,0.0,0.0,0.0,0.0,852,0.0011737089201877935,0.0011737089201877935,0,0,1.0
1.0,1.0,0.8,0.7,database,crypto,Coinbase acquires crypto platform Echo in $375m deal,2025-10-26T21:29:39.160962+00:00,52,8,262,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,48,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,"Bitcoin Dips Below $108K After Elon Musk’s SpaceX Moves 2,495 BTC",2025-10-26T21:29:39.160993+00:00,65,11,326,56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,67,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Is Stellar (XLM) Ready for Incoming Protocol 20 Upgrade?,2025-10-26T21:29:39.161010+00:00,56,9,72,12,0.5,1.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.7,database,crypto,"BTC trove represents 66% of market cap, Hyperscale Data shows",2025-10-26T21:29:39.161037+00:00,61,10,256,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,"Aifinyo AG Plans To Accumulate Over 10,000 Bitcoin",2025-10-26T21:29:39.161175+00:00,50,8,3555,504,0.5,1.0,0.0,0.0,0.0,0.0,0.0,512,0.001953125,0.001953125,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,The Un-Dead Internet: AI catches irreversible ‘brain rot’ from social media,2025-10-26T21:29:39.161356+00:00,75,11,4502,681,0.5,1.0,0.0,0.0,0.0,0.0,0.0,692,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.8,database,crypto,South Korean lawmakers press Binance to repay $106M GoFi victims after Gopax acquisition,2025-10-26T21:29:39.161385+00:00,88,13,271,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,53,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,"Bitcoin crash to $104K was ‘flush,’ not crypto cycle ‘failure’",2025-10-26T21:29:39.161409+00:00,62,10,165,23,0.5,1.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0,0,1.0
1.0,0.0,0.6,0.65,database,crypto,Are The British About to Pump Ethereum? City Capital Could Fire Up ETH USD in November,2025-10-26T21:29:39.161584+00:00,86,16,4016,664,0.5,1.0,0.0,0.0,0.0,0.0,0.0,680,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,"SpaceX moves $257M in Bitcoin, reignites questions over its crypto play",2025-10-26T21:29:39.161607+00:00,71,11,163,23,0.5,1.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,crypto,Mexico’s White‑Glove Bitcoin Platform Aureo Raises $1.1M Pre‑Seed to Build Latam Multi‑Institution Custody,2025-10-26T21:29:39.161642+00:00,106,13,413,56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,69,0.014492753623188406,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,OCC Chief Plays Down Stablecoin 'Bank Run' Fears,2025-10-26T21:29:39.161664+00:00,48,8,141,19,0.5,1.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0,0,1.0
1.0,0.0,0.8,0.3,database,crypto,"Morning Crypto Report: Bitcoin Dangerous at $108,000, XRP Retail Hysteria Fuels $2.50 Rally, Elon Musk's SpaceX Moves $268 Million BTC",2025-10-26T21:29:39.161694+00:00,134,20,254,44,0.5,1.0,0.0,0.0,0.0,0.0,0.0,64,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.8,database,crypto,All It Took Was A Tweet: FLOKI Jumps 27% After Musk Mentions It,2025-10-26T21:29:39.162591+00:00,63,13,2582,413,0.5,1.0,0.0,0.0,0.0,0.0,0.0,426,0.0,0.0,0,0,1.0
0.0,0.0,0.5,0.65,database,crypto,Aster Outpaces Lighter in Perp DEX Rankings as Wintermute Buys the Dip After Previous Dump,2025-10-26T21:29:39.162627+00:00,90,15,483,76,0.5,1.0,0.0,0.0,0.0,0.0,0.0,91,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,Argo’s creditor grabs 87.5% stake in struggling miner in bold takeover move,2025-10-26T21:29:39.162652+00:00,75,12,146,21,0.5,1.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,"Cobo joins Google’s AP2 network, live demo set for 2026",2025-10-26T21:29:39.162679+00:00,55,10,240,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,50,0.02,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,"Ethereum price dips below $3.9K as spot ETFs see $145M outflows, MVRV Momentum signals “death cross”",2025-10-26T21:29:39.162709+00:00,100,16,247,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,56,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.8,database,crypto,BEEAH Partners With Hashgraph Group to Launch Decentralized Digital Identity Platform,2025-10-26T21:29:39.162742+00:00,85,11,393,56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,67,0.0,0.0,0,0,1.0
1.0,0.0,0.8,0.4,database,crypto,Is The Bitcoin Supercycle Still In Play? Wave 3 Tells A Story Of A Surge,2025-10-26T21:29:39.162842+00:00,72,15,2406,424,0.5,1.0,0.0,0.0,0.0,0.0,0.0,439,0.0,0.0,0,0,1.0
1.0,0.0,0.6,0.65,database,crypto,"Bitcoin News Today: Now That The Bitcoin Halving Cycle is Seemingly Over, What’s Next?",2025-10-26T21:29:39.162990+00:00,86,14,3346,546,0.5,1.0,0.0,0.0,0.0,0.0,0.0,560,0.0035714285714285713,0.0035714285714285713,0,0,1.0
1.0,0.0,0.6,0.65,database,crypto,Elon Musk's SpaceX Makes Enormous Bitcoin Transfer: What's Behind It?,2025-10-26T21:29:39.163012+00:00,69,10,151,24,0.5,1.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0,0,1.0
1.0,0.0,0.6,0.65,database,crypto,"Is This Final Bitcoin Price Correction Before US Shutdown Ends, Fed Rate Cuts?",2025-10-26T21:29:39.163044+00:00,78,13,437,74,0.5,1.0,0.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,'Have a Go' Australian Traders Top Global Charts for Meme Coin Holdings: Kraken,2025-10-26T21:29:39.163068+00:00,79,13,141,21,0.5,1.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,How Crypto Investors Protect Wealth with a Family Office,2025-10-26T21:29:39.163446+00:00,56,9,9490,1435,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1444,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,"BNB price breaks key support, is $1,000 next on the way down?",2025-10-26T21:29:39.163474+00:00,61,12,235,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,52,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,Tether’s $181B paradox: How USDT keeps growing as its market share collapses under MiCA,2025-10-26T21:29:39.163671+00:00,87,14,5204,730,0.5,1.0,0.0,0.0,0.0,0.0,0.0,744,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,How to use Grok 4 for smarter crypto research before you invest,2025-10-26T21:29:39.163692+00:00,63,12,130,19,0.5,1.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Toncoin braces for $80M token unlock this week: will TON price crash further?,2025-10-26T21:29:39.163720+00:00,77,13,235,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,53,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.85,database,crypto,"DPRK Hackers Use 'EtherHiding' to Host Malware on Ethereum, BNB Blockchains: Google",2025-10-26T21:29:39.163742+00:00,83,12,137,18,0.5,1.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.7,database,crypto,Coinbase President Reacts to Ultra-Rare NFT Purchase,2025-10-26T21:29:39.163758+00:00,52,7,85,14,0.5,1.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Ethereum fails again above $4K as traders grow frustrated with shakeouts,2025-10-26T21:29:39.163779+00:00,72,11,139,24,0.5,1.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Austria’s 21bitcoin Launches Europe-First Bitcoin-Backed Loan Pilot With VR Bank and Sopra,2025-10-26T21:29:39.163812+00:00,90,12,421,56,0.5,1.0,0.0,0.0,0.0,0.0,0.0,68,0.029411764705882353,0.0,0,0,1.0
0.0,1.0,0.5,0.7,database,crypto,SpaceX moves $268M in BTC to two new addresses,2025-10-26T21:29:39.163837+00:00,46,9,277,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Blockchain for Good Alliance and UNDP AltFinLab Launch Blockchain Impact Forum,2025-10-26T21:29:39.163872+00:00,78,11,517,72,0.5,1.0,0.0,0.0,0.0,0.0,0.0,83,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,"Bitcoin eyes CME gap below as BTC price dips 2.5%, risks $100K collapse",2025-10-26T21:29:39.163945+00:00,71,13,153,26,0.5,1.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0,0,0.0
0.0,1.0,0.4,0.9,database,sports,Bradley on Ryder Cup loss: 'No part of me thinks I'll ever get over this',2025-10-26T21:29:39.164062+00:00,73,15,179,34,0.5,0.0,0.0,1.0,0.0,0.0,0.0,49,0.0,0.0,0,0,0.0
1.0,1.0,0.8,0.75,database,crypto,Solana Labs Takes Aim at Perp DEX Wars: But Justin Sun’s Chinese DEX Plan Is The Secret Slice,2025-10-26T21:29:39.164335+00:00,93,18,5107,766,0.5,1.0,0.0,0.0,0.0,0.0,0.0,784,0.003826530612244898,0.0012755102040816326,0,0,0.0
1.0,1.0,0.6,0.85,database,crypto,PancakeSwap joins Ondo Finance’s Global Market Alliance,2025-10-26T21:29:39.164385+00:00,55,7,268,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,47,0.02127659574468085,0.0,0,0,0.0
1.0,1.0,0.8,0.7,database,crypto,Here’s What Happens To The Ethereum Price If Bullish Momentum Holds,2025-10-26T21:29:39.164507+00:00,67,11,2481,424,0.5,1.0,0.0,0.0,0.0,0.0,0.0,435,0.0,0.0,0,0,0.0
1.0,1.0,0.8,0.7,database,crypto,"Crypto prices today (21 Oct): BTC dips under $108k, ETH, SOL, BNB slide as market returns to fear territory",2025-10-26T21:29:39.164542+00:00,107,19,259,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.8,database,crypto,Ripple CTO Ends Speculation Over His Role in New $1 Billion XRP Treasury,2025-10-26T21:29:39.164568+00:00,72,13,181,30,0.5,1.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.85,database,crypto,British Columbia to block new crypto mining projects from provincial power grid,2025-10-26T21:29:39.164680+00:00,79,12,269,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,52,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.9,database,sports,Broken jaws and smashed records - Mooney eyes more glory,2025-10-26T21:29:39.164734+00:00,56,10,136,24,0.5,0.0,0.0,1.0,0.0,0.0,0.0,34,0.0,0.0,0,0,0.0
0.0,1.0,0.5,0.7,database,sports,"Half Sword стара самой популярной демкой на фестивале ""Играм быть"" — опубликован рейтинг",2025-10-26T21:29:39.164771+00:00,88,13,164,24,0.5,0.0,0.0,1.0,0.0,0.0,0.0,37,0.0,0.0,0,0,0.0
1.0,1.0,0.8,0.75,database,crypto,$2B to flow into BlackRock’s UK Bitcoin ETF: How UK traders could recycle into IBIT,2025-10-26T21:29:39.165023+00:00,83,15,3470,519,0.5,1.0,0.0,0.0,0.0,0.0,0.0,534,0.003745318352059925,0.0,0,0,0.0
1.0,1.0,0.6,0.75,database,crypto,US political turmoil tests ‘institutional confidence’ as crypto ETFs bleed,2025-10-26T21:29:39.165130+00:00,74,10,153,23,0.5,1.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.7,database,crypto,US political turmoil tests ‘institutional confidence’ as crypto ETFs bleed,2025-10-26T21:29:39.165179+00:00,74,10,153,23,0.5,1.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.75,database,crypto,4-Year Bitcoin Cycle Is a ‘Big Misunderstanding’ – PlanB,2025-10-26T21:29:39.165331+00:00,56,9,2732,471,0.5,1.0,0.0,0.0,0.0,0.0,0.0,480,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.9,database,sports,Pant to lead India A in prelude to Test series vs South Africa,2025-10-26T21:29:39.165359+00:00,62,13,151,25,0.5,0.0,0.0,1.0,0.0,0.0,0.0,38,0.0,0.0,0,0,0.0
0.0,1.0,0.4,0.9,database,sports,Alyssa Healy to miss England match with 'minor calf strain',2025-10-26T21:29:39.165379+00:00,59,10,131,19,0.5,0.0,0.0,1.0,0.0,0.0,0.0,29,0.0,0.0,0,0,0.0
0.0,1.0,0.5,0.75,database,sports,"'If it happens, I'll look forward to it' | Could Smith captain Australia in The Ashes?",2025-10-26T21:29:39.165404+00:00,86,16,122,21,0.5,0.0,0.0,1.0,0.0,0.0,0.0,37,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.9,database,sports,Champions League: Union SG vs. Inter – Probable line-ups and where to watch,2025-10-26T21:29:39.165505+00:00,75,13,2186,328,0.5,0.0,0.0,1.0,0.0,0.0,0.0,341,0.0,0.0,0,0,0.0
0.0,1.0,0.5,0.9,database,sports,"Ниндзя, демоны и гитарные запилы — Ninja Gaiden 4 получила трейлер в честь релиза",2025-10-26T21:29:39.165540+00:00,81,14,201,31,0.5,0.0,0.0,1.0,0.0,0.0,0.0,45,0.0,0.0,0,0,0.0
0.0,1.0,0.5,0.85,database,sports,ЗБТ The Seven Deadly Sins: Origin начнется 30 октября и продлится шесть дней,2025-10-26T21:29:39.165569+00:00,76,13,185,28,0.5,0.0,0.0,1.0,0.0,0.0,0.0,41,0.0,0.0,0,0,0.0
0.0,1.0,0.5,0.75,database,sports,Champions League: PSV vs. Napoli – Probable line-ups and where to watch on TV,2025-10-26T21:29:39.165681+00:00,77,14,2561,416,0.5,0.0,0.0,1.0,0.0,0.0,0.0,430,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.75,database,crypto,Bitcoin price trades sideways as old wallets sell into institutional demand,2025-10-26T21:29:39.165753+00:00,75,11,271,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,0,0,0.0
1.0,0.0,0.6,0.1,database,sports,Nottingham Forest appoint Dyche as new manager,2025-10-26T21:29:39.165798+00:00,46,7,151,24,0.5,0.0,0.0,1.0,0.0,0.0,0.0,31,0.0,0.0,0,0,0.0
0.0,1.0,0.4,0.7,database,sports,Бывший президент Blizzard продолжает хейтить Microsoft в Сети,2025-10-26T21:29:39.165829+00:00,61,8,171,24,0.5,0.0,0.0,1.0,0.0,0.0,0.0,32,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.85,database,markets,Dow Jones futures lose due to market caution ahead of earnings report,2025-10-26T21:29:39.165851+00:00,69,12,285,50,0.5,0.0,0.0,0.0,0.0,1.0,0.0,62,0.016129032258064516,0.0,1,0,0.0
0.0,1.0,0.5,0.9,database,sports,"Today’s Papers: EuroPio, Tudor at risk, McTominay doubt",2025-10-26T21:29:39.165940+00:00,55,8,2413,390,0.5,0.0,0.0,1.0,0.0,0.0,0.0,398,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.75,database,markets,EUR/USD extends losses as US-China trade war concerns dissipate,2025-10-26T21:29:39.165956+00:00,63,9,155,27,0.5,0.0,0.0,0.0,0.0,1.0,0.0,36,0.0,0.0,0,0,0.0
1.0,1.0,0.6,0.85,database,sports,Smith 'ready to go' for potential Ashes captaincy role,2025-10-26T21:29:39.165974+00:00,54,9,156,28,0.5,0.0,0.0,1.0,0.0,0.0,0.0,37,0.0,0.0,0,0,0.0
0.0,1.0,0.4,0.85,database,sports,Auguste makes his ODI debut; Bangladesh bat with both XIs packed with spinners,2025-10-26T21:29:39.165990+00:00,78,13,123,20,0.5,0.0,0.0,1.0,0.0,0.0,0.0,33,0.0,0.0,0,0,0.0
